x,y,theta,stamp
1.0352314916417527e-07,-1.2050131203977799e-07,1.192226651142828e-06,1729889229.5413666
1.0352314916417527e-07,-1.2050131203977799e-07,1.1922210457079874e-06,1729889229.6338372
1.0352314916417527e-07,-1.2050131203977799e-07,1.192224063066541e-06,1729889229.6834974
1.0352314916417527e-07,-1.2050131203977799e-07,1.1922163131103519e-06,1729889229.7431688
1.0352314916417527e-07,-1.2050131203977799e-07,1.1922065398323425e-06,1729889229.7934613
1.0352314916417527e-07,-1.2050131203977799e-07,1.1921969939904354e-06,1729889229.843359
1.0352314916417527e-07,-1.2050131203977799e-07,1.1921875883598428e-06,1729889229.8956282
-1.2061145753250457e-05,1.636579145269934e-05,-0.0002555872184909171,1729889229.9406369
0.0021507118362933397,8.420623635174707e-05,-0.0013573316968359637,1729889229.9834924
0.007069194223731756,2.4656525056343526e-05,0.0014692408232252325,1729889230.0334985
0.014283385127782822,0.00010467327228980139,0.005163672966128589,1729889230.0833464
0.03682278096675873,0.00032203985028900206,0.01728368271738556,1729889230.1937876
0.06672260165214539,0.0010151874739676714,0.03370528832692088,1729889230.2946148
0.09515112638473511,0.002183374483138323,0.05129447222170545,1729889230.3844974
0.12601548433303833,0.004104529973119497,0.07169980955826383,1729889230.4837506
0.1595243662595749,0.006833408959209919,0.09076624137531722,1729889230.5933976
0.18888619542121887,0.009714322164654732,0.10845692730415606,1729889230.6933842
0.21501031517982483,0.012935004197061062,0.12887774513076378,1729889230.7836192
0.24644681811332703,0.01752183400094509,0.1517101618033365,1729889230.8831265
0.2647079825401306,0.020307036116719246,0.16606178602828706,1729889230.9436784
0.2794067859649658,0.0230893325060606,0.17666105997769385,1729889230.993566
0.3252117335796356,0.03187583014369011,0.21192797998563154,1729889231.1444118
0.3578106462955475,0.039990153163671494,0.28601718684616106,1729889231.2535946
0.3833915889263153,0.048325035721063614,0.3507662484929107,1729889231.3434615
0.4261922836303711,0.06655430048704147,0.451839880842101,1729889231.4935474
0.4509741961956024,0.07952550798654556,0.5109269558138193,1729889231.5835292
0.4755750000476837,0.09401172399520874,0.5721922002818881,1729889231.6836598
0.49357348680496216,0.10602454096078873,0.6192089949856602,1729889231.7934456
0.5029114484786987,0.11268327385187149,0.6462693046694762,1729889231.8933928
0.5062995553016663,0.11513397842645645,0.6564547577728757,1729889231.983762
0.5097368955612183,0.11802558600902557,0.6683347922987712,1729889232.1033313
0.519663393497467,0.1261134296655655,0.697240001463953,1729889232.193429
0.5347073078155518,0.13941219449043274,0.7457799097614058,1729889232.2933862
0.5524129271507263,0.15621545910835266,0.8053573270838289,1729889232.3855062
0.5726677179336548,0.1790383905172348,0.8801702816718778,1729889232.4791229
0.5946835875511169,0.20760497450828552,0.9739149532357462,1729889232.5933876
0.6106798052787781,0.2326211780309677,1.0498296541626255,1729889232.6934354
0.6238853335380554,0.2570740878582001,1.1240526958405164,1729889232.7843988
0.638569176197052,0.29123660922050476,1.2210230726456408,1729889232.9034848
0.647540807723999,0.3175979554653168,1.2800986705344417,1729889232.9934714
0.6558475494384766,0.3470589518547058,1.334092049398496,1729889233.0940175
0.6622037291526794,0.3744892179965973,1.3694158767663251,1729889233.184401
0.668468177318573,0.4044640362262726,1.3761653562096579,1729889233.2838562
0.6747867465019226,0.43730711936950684,1.3852755163995867,1729889233.3935733
