e,e_dot,e_int,stamp
0.5438705032963799,-0.008206046074775512,0.012327731408051278,1591.166
0.542202360218948,-0.024553118290613827,0.0246176515730141,1591.2
0.5399837225778005,-0.03810569331940585,0.03685728261811091,1591.234
0.5373936038323389,-0.04714467045695144,0.049038204304977254,1591.268
0.5344192858470983,-0.05455330128139383,0.061151708117511486,1591.302
0.5309840143021337,-0.06283911304122751,0.07318734577502652,1591.336
0.5269394259491976,-0.07333195978333995,0.08513130609654167,1591.37
0.5221442537375776,-0.08666431926035445,0.09696657584792676,1591.404
0.516565013336779,-0.10170992757273206,0.10867538281689375,1591.438
0.5105285907854646,-0.11387904855012661,0.12024736420803095,1591.472
0.504348387927732,-0.11977083734359802,0.13167926100105953,1591.506
0.4980478896573827,-0.12235981498119526,0.1429683464999602,1591.54
0.49167669861778934,-0.12423224813669227,0.15411301833529678,1591.574
0.48524535525408413,-0.12551504316959403,0.16511191305438935,1591.608
0.4787298104072651,-0.12693027657376718,0.17596312209028736,1591.642
0.4721125004726819,-0.12875347824904163,0.18666433876766814,1591.676
0.4653994787196705,-0.13068952634896633,0.19721339361864734,1591.71
0.45864254940542154,-0.13205834379667003,0.20760929140517023,1591.744
0.6191346285777674,1.5072073515499689,0.22164300965293296,1591.778
0.6121451090361922,1.5049270552036342,0.23551829879108666,1591.812
0.6050757772777127,-0.1378318754907322,0.2492333497427148,1591.846
0.5979625912237492,-0.13904429227885354,0.2627871684771198,1591.88
0.5908885493312199,-0.1390904700636543,0.27618064226196076,1591.914
0.5838324702705788,-0.13853059758010142,0.28941417825476057,1591.948
0.5767166958175678,-0.13893974032992285,0.3024864233599588,1591.982
0.5695044085616577,-0.14047119322471657,0.31539518995402305,1592.016
0.5622366713764565,-0.14196102393246365,0.3281392211718894,1592.05
0.5549586885463769,-0.14260509818902814,0.34071828477894056,1592.084
0.5477047953472538,-0.14246937283532055,0.35313292680681163,1592.118
0.5404536158082582,-0.14220659547175127,0.36538320876513214,1592.152
