odom_x,odom_y,imu_ax,imu_ay,kf_ax,kf_ay,kf_vx,kf_w,kf_x,kf_y,stamp
8.235790005528543e-08,-9.65380593243026e-08,-0.017058074474334717,-0.023510336875915527,-0.01136574585263322,-0.0,-0.00018911390769772412,0.0,1.891139076977242e-05,0.0,1731706875.6901429
8.235790005528543e-08,-9.65380593243026e-08,-0.004459381103515625,0.0034024715423583984,-0.007037370723305455,1.6910411149850982e-10,-0.0004204845664697314,-4.021648473765869e-07,4.204845664697316e-05,1.521099316520903e-13,1731706875.7402196
8.235790005528543e-08,-9.65380593243026e-08,-0.009729325771331787,0.00695270299911499,-0.00869093828702397,8.944493961385779e-10,-0.00045565573889340405,-1.962993812633237e-06,4.556529427610018e-05,2.246141759114818e-12,1731706875.790536
8.235790005528543e-08,-9.65380593243026e-08,0.014573156833648682,0.023080885410308838,0.005696488072822468,1.8796559256175553e-09,-0.0002592310174952309,-7.250891285230307e-06,2.5918291373361987e-05,1.3290660589777612e-11,1731706875.8401558
0.001161817810498178,-0.00017507851589471102,0.01461249589920044,0.0031072497367858887,0.011444960377021135,-0.001429233414566004,0.014579769700766687,-0.09802853158173319,0.0008626628936449358,1.1570859119537909e-07,1731706875.890217
0.004040924832224846,-0.0004239644040353596,0.29137271642684937,-0.022051751613616943,0.18494862771718962,-0.013430351531606181,0.053579225384615896,-0.2506634135748893,0.004173882318936337,-2.154469276938706e-05,1731706875.930976
0.011736109852790833,-0.0009065800695680082,0.5749225616455078,-0.05304306745529175,0.42628761016037736,-0.040064071073909455,0.10285232537096028,-0.3895300463981663,0.010750241071213048,-0.0002010400019968375,1731706876.0008492
0.01855146512389183,-0.0016182458493858576,0.9396235942840576,-0.3903065323829651,0.7444790057237389,-0.12803219084772915,0.21505698244256116,-0.5953407761681249,0.02425763601329748,-0.0010180052131057982,1731706876.050112
0.034717392176389694,-0.003624881152063608,0.5327498912811279,-0.20402061939239502,0.6129601559241264,-0.19062163662587558,0.2438588751464185,-0.7816883290034942,0.043157784361597396,-0.003289218800989915,1731706876.140332
0.07067575305700302,-0.012067333795130253,-0.00135117769241333,-0.45333021879196167,0.2341396000721816,-0.36344240516268067,0.3286424754038889,-1.1058899331744139,0.06826219716157829,-0.00809562638431144,1731706876.2907922
0.09417121857404709,-0.021373527124524117,-0.042305588722229004,-0.24163395166397095,0.0617765900134635,-0.3113195445769072,0.25933156450831735,-1.200469156799933,0.09555247935000905,-0.016236881022666298,1731706876.380675
0.12136120349168777,-0.03644124045968056,-0.10477334260940552,-0.8365469574928284,-0.037337621475968946,-0.5899441249450182,0.45622122510459806,-1.293109773245998,0.1258120926172934,-0.028584895845035447,1731706876.491765
0.14389081299304962,-0.05298561602830887,0.48641693592071533,-0.24561810493469238,0.28260919287693664,-0.35863148818482143,0.275918538523945,-1.299773078327241,0.15961805527307152,-0.04843389553574573,1731706876.5903711
0.1641983836889267,-0.07258718460798264,-0.0909079909324646,-0.48614174127578735,0.05245950124056334,-0.43332462838546704,0.3274771936907541,-1.323220782191836,0.18224886416160802,-0.06563104976552275,1731706876.6902382
0.1803029179573059,-0.09321340918540955,-0.49148404598236084,-0.008244037628173828,-0.2867226133881704,-0.2114471900929162,0.16733644806342013,-1.263605105402848,0.20256176408310317,-0.08590564800343749,1731706876.7802064
0.1970149427652359,-0.1208963468670845,0.0015568733215332031,-0.5732273459434509,-0.10474174663527347,-0.42702333631653516,0.33899089032375107,-1.2596897099763043,0.21648090994481628,-0.10347839099942355,1731706876.890361
0.2088940292596817,-0.1477581113576889,-0.05626040697097778,-0.29083508253097534,-0.0758292199741729,-0.33739908702274135,0.277964893471879,-1.2138190647333496,0.23309680222244245,-0.13154777446601104,1731706876.991033
0.21823181211948395,-0.17978310585021973,0.04042041301727295,-0.5367776155471802,-0.0022861039418768936,-0.4311615360847509,0.360250537129601,-1.1968380103473364,0.24541552466294306,-0.1595016533107347,1731706877.1010373
0.22243040800094604,-0.2044055461883545,-0.3639914393424988,-0.7172555327415466,-0.22374569091541946,-0.5236386344445186,0.4571464444286162,-1.1454505242822364,0.2570527755485494,-0.19744255631819377,1731706877.1805491
0.2250090092420578,-0.23968710005283356,-0.10328572988510132,-0.6470465660095215,-0.14882485026661996,-0.5124548496245135,0.46398742636956913,-1.1044584842183627,0.26533267876443567,-0.24357492266351918,1731706877.2901547
0.22383010387420654,-0.27223438024520874,0.49573439359664917,-0.16443651914596558,0.2463712385996205,-0.31238562531147196,0.30970145549164363,-1.0086669590091764,0.26791658933637347,-0.28557193776121187,1731706877.3903062
0.21952226758003235,-0.3059050440788269,-0.4012213945388794,-0.36915212869644165,-0.15307169866145054,-0.32440957426891287,0.36173374933897606,-0.8968186542221495,0.26681210644982806,-0.31917997471324866,1731706877.490168
0.21166616678237915,-0.3429340422153473,0.03760230541229248,-0.29033493995666504,-0.03533062129254683,-0.2940718546003317,0.3487377139939052,-0.843246493854895,0.26190654904958044,-0.3553842691796019,1731706877.6002629
0.20274001359939575,-0.3726322054862976,-0.35372811555862427,0.7221047878265381,-0.23826991536102868,-0.010084934027847506,0.01488845074460382,-0.6773662485670442,0.25650243303148396,-0.37833085261564103,1731706877.690202
0.19044190645217896,-0.4044927954673767,0.18063229322433472,-0.4226767420768738,0.02608566891065786,-0.2188364495607328,0.2937317526651293,-0.7450214271189763,0.2529582683996274,-0.39083744182732605,1731706877.7902267
