x,y,theta,stamp
-6.280193787233657e-08,7.258921641550842e-08,-7.152503553792844e-07,1729890231.6718092
-6.280193787233657e-08,7.258921641550842e-08,-7.152511539170062e-07,1729890231.721838
-6.280193787233657e-08,7.258921641550842e-08,-7.152514071054018e-07,1729890231.7617612
-6.280193787233657e-08,7.258921641550842e-08,-7.152505956835563e-07,1729890231.8121498
-6.280193787233657e-08,7.258921641550842e-08,-7.152497622694144e-07,1729890231.8615525
-6.280193787233657e-08,7.258921641550842e-08,-7.152488739477621e-07,1729890231.9112933
0.0011648588115349412,5.323461664374918e-05,0.0016653629774193188,1729890231.961749
0.004278985783457756,0.00014898774679750204,0.0037593906074806878,1729890232.0019279
0.010063303634524345,0.00036924483720213175,0.009501459116605548,1729890232.0515246
0.02140914462506771,0.0006076506106182933,0.01987032929005345,1729890232.122004
0.02935369312763214,0.0011041441466659307,0.02957066863141013,1729890232.1616127
0.04109656438231468,0.0016411927063018084,0.04325428939187622,1729890232.2105894
0.05509236827492714,0.0023212209343910217,0.05852672182022576,1729890232.2615333
0.07071524858474731,0.0034438406582921743,0.075861457990379,1729890232.310577
0.12076052278280258,0.008124183863401413,0.1313418307286599,1729890232.4714816
0.14753314852714539,0.011917779222130775,0.16306449498693298,1729890232.5615923
0.1779801845550537,0.01713438332080841,0.1962150921311876,1729890232.6615393
0.19286704063415527,0.02008662559092045,0.21223555759337281,1729890232.7116752
0.21997396647930145,0.026103239506483078,0.24127759045499025,1729890232.8028429
0.26732122898101807,0.03982781991362572,0.3445767384323274,1729890232.962659
0.29482850432395935,0.05082022026181221,0.4092295927267264,1729890233.0585449
0.31009960174560547,0.057453710585832596,0.43068154189182767,1729890233.1105893
0.34048008918762207,0.07172661274671555,0.4748086321749986,1729890233.222045
0.3776209354400635,0.09282531589269638,0.5578698322197931,1729890233.3616192
0.4030824303627014,0.1099589616060257,0.6145755182680928,1729890233.4615555
0.41561639308929443,0.11868450045585632,0.6399843554461805,1729890233.511701
0.4377082586288452,0.13556963205337524,0.675549004924954,1729890233.6020813
0.4658935070037842,0.15878410637378693,0.7199124020043078,1729890233.7228353
0.4977204501628876,0.18781369924545288,0.7731980740910891,1729890233.8615599
0.5088616609573364,0.19867640733718872,0.7914776013689139,1729890233.9116063
0.5323947072029114,0.22338233888149261,0.8234428644337222,1729890234.021543
0.5488376617431641,0.24163900315761566,0.842392013895749,1729890234.1017854
0.5805147290229797,0.2783164978027344,0.8730075513055071,1729890234.2615871
0.5902259945869446,0.29007673263549805,0.8832636437840239,1729890234.3116126
0.6114954352378845,0.31634774804115295,0.901923988130672,1729890234.4221685
0.6377758979797363,0.3501725494861603,0.9231671170960319,1729890234.5617275
0.6557206511497498,0.3748156428337097,0.9372987985038772,1729890234.6617408
0.6647579073905945,0.38709843158721924,0.9440398266042976,1729890234.7126195
0.6808962821960449,0.40967386960983276,0.955149529144881,1729890234.8019342
0.70876145362854,0.4501204490661621,0.9769158797697929,1729890234.961785
0.7255269885063171,0.47537681460380554,0.9895391076929638,1729890235.0619898
0.7334454655647278,0.4872649610042572,0.9957677160502811,1729890235.1086705
0.7487993836402893,0.511181652545929,1.00791925880202,1729890235.202008
0.7678962349891663,0.5420514941215515,1.0218207059093796,1729890235.3198483
0.7900262475013733,0.579319179058075,1.0384585161175859,1729890235.4626157
0.7973753809928894,0.5916929244995117,1.0436819220127191,1729890235.5098627
0.8115493059158325,0.6163538694381714,1.0514908026446097,1729890235.602698
0.826250433921814,0.6430922150611877,1.063009467469765,1729890235.70389
0.8422099947929382,0.6726112365722656,1.0736971917312872,1729890235.8125305
0.8567261695861816,0.6993826627731323,1.0808267034821302,1729890235.912517
0.8724011182785034,0.7289838194847107,1.0883115719433154,1729890236.021902
0.8864820599555969,0.7560471892356873,1.094031981000319,1729890236.1218264
0.8988688588142395,0.7806236743927002,1.1016084154186703,1729890236.2128952
0.9124699234962463,0.8078930377960205,1.106720707655603,1729890236.3119435
0.9273371696472168,0.8380351066589355,1.1145105533405983,1729890236.421555
0.9461654424667358,0.8767396211624146,1.1204715339551177,1729890236.561642
0.9593895077705383,0.9039193987846375,1.125432282116039,1729890236.6616385
0.9660804867744446,0.9177795648574829,1.127607861359248,1729890236.7116563
0.9778085350990295,0.9427924752235413,1.13020699817077,1729890236.802044
0.998878002166748,0.9870820641517639,1.1344920084357506,1729890236.9616919
1.00523042678833,1.0008410215377808,1.1358833259615815,1729890237.0116546
1.0182552337646484,1.0288723707199097,1.1404828406795642,1729890237.1116548
1.038446307182312,1.0730586051940918,1.1481179315332977,1729890237.272461
1.0497615337371826,1.098142147064209,1.1517128468862803,1729890237.3626878
1.0619254112243652,1.1259962320327759,1.154237453358298,1729890237.4616237
1.068241000175476,1.1401185989379883,1.1564263160953978,1729890237.5116704
1.079067587852478,1.1652135848999023,1.1591334901276156,1729890237.6030009
1.0985661745071411,1.209896445274353,1.1641150502994724,1729890237.7617059
1.110552191734314,1.2378689050674438,1.1671801644887634,1729890237.8616238
1.1164309978485107,1.2518562078475952,1.1700140046215726,1729890237.9116673
1.1290390491485596,1.281703233718872,1.1749586396062128,1729890238.0189152
1.1458576917648315,1.3224170207977295,1.17934990098058,1729890238.1627076
1.157308578491211,1.3503916263580322,1.1813074445718115,1729890238.2616317
1.1632524728775024,1.3646211624145508,1.1842771776096201,1729890238.3116763
1.1755837202072144,1.3958568572998047,1.1852276596048672,1729890238.4219973
1.191874384880066,1.4359652996063232,1.188763390758542,1729890238.5617182
1.2030805349349976,1.4636878967285156,1.191137826592265,1729890238.6616366
1.2089109420776367,1.4779986143112183,1.194804765692043,1729890238.7116833
1.2188669443130493,1.5035945177078247,1.199252644945957,1729890238.801705
1.2368316650390625,1.549546718597412,1.202192307437756,1729890238.9617002
1.2476845979690552,1.5777283906936646,1.203149822654393,1729890239.061646
1.252956748008728,1.5919815301895142,1.203673277622451,1729890239.1126866
1.2649434804916382,1.623681664466858,1.2056953847969443,1729890239.2224555
1.2800830602645874,1.6637463569641113,1.2072158966807591,1729890239.3618085
1.2909899950027466,1.691985845565796,1.2077617469997954,1729890239.4616854
1.296090841293335,1.7053223848342896,1.2089999971003587,1729890239.508694
1.3061637878417969,1.7319388389587402,1.2088913039723796,1729890239.6022425
1.3170523643493652,1.7600867748260498,1.210615427869758,1729890239.7020073
1.3343372344970703,1.8059728145599365,1.2102901218122701,1729890239.8621728
1.3394001722335815,1.8194661140441895,1.2109243976188362,1729890239.9098473
1.349511742591858,1.8460822105407715,1.2109601982173932,1729890240.0015485
1.366664171218872,1.8917319774627686,1.2110512276886087,1729890240.1627448
1.3772741556167603,1.920076847076416,1.2129919329583538,1729890240.2637098
1.3823204040527344,1.9339187145233154,1.2126981599233588,1729890240.3110495
1.3944309949874878,1.9657562971115112,1.211278756108582,1729890240.4218004
1.4052610397338867,1.994363784790039,1.2114099772832951,1729890240.5219681
1.4149211645126343,2.0198333263397217,1.2119329569092745,1729890240.612722
1.4254615306854248,2.048337459564209,1.2123872998596006,1729890240.712011
1.434033989906311,2.0714075565338135,1.2132555545680006,1729890240.8018057
1.4435865879058838,2.096637487411499,1.2142498144256508,1729890240.9217987
1.4538651704788208,2.123837471008301,1.2158232534299356,1729890241.0618265
1.4569169282913208,2.1320321559906006,1.217922288419497,1729890241.1117198
1.4614964723587036,2.14430832862854,1.218491200739054,1729890241.2018557
