odom_x,odom_y,imu_ax,imu_ay,kf_ax,kf_ay,kf_vx,kf_w,kf_x,kf_y,stamp
-0.019055627286434174,1.5351773500442505,0.11202985048294067,0.5240502953529358,0.12181362657605169,0.18705504096219344,0.4680144771574255,0.3996778947914339,1.0300534408170219,0.9920158090203381,1731704905.7192013
-0.057795267552137375,1.5284334421157837,0.5470864176750183,0.34909093379974365,0.4849805831177265,0.18635955089165385,0.4584790107354995,0.4064734623133408,0.9926901710947323,1.0194489802727909,1731704905.8193934
-0.10009051859378815,1.5194916725158691,-0.1852492094039917,-0.25823432207107544,-0.08789032937415064,0.0659023321903191,0.30762160173765646,0.21423180887836815,0.956802685736136,1.0436526897579161,1731704905.9296107
-0.13835865259170532,1.5103296041488647,0.5566820502281189,0.06293714046478271,0.46279903248785736,0.11050816596694077,0.3780463493982168,0.2923138026404707,0.9298778412340067,1.060350183452633,1731704906.0297117
-0.17307087779045105,1.5007805824279785,-0.5960351228713989,0.037088751792907715,-0.44162391125692646,0.10836780691793461,0.3782887639385945,0.2864684792370025,0.8977638939522742,1.0792816842491553,1731704906.120782
-0.21074284613132477,1.4894719123840332,-0.07217675447463989,0.15556436777114868,-0.12595772526106258,0.133127622869558,0.39349157209744734,0.33832394976070607,0.8639218221225885,1.0979238733448833,1731704906.2191956
-0.2441987842321396,1.4778927564620972,-0.12198609113693237,0.29859501123428345,-0.12246967079798171,0.1630338516329285,0.4242833833840696,0.38425698016400295,0.8283498025375382,1.1161784975793492,1731704906.309529
-0.28816908597946167,1.4605321884155273,-0.7205132842063904,-0.056813716888427734,-0.633367688315952,0.09470811441515628,0.35660308502466603,0.2655841140819221,0.7904728722734314,1.1340054395194092,1731704906.429187
-0.32070648670196533,1.4465693235397339,-0.25238174200057983,0.11096924543380737,-0.3077999521688724,0.10621036013301954,0.3737916496033705,0.28414321252419394,0.756630741111817,1.1484389691638124,1731704906.5208216
-0.3515810966491699,1.4325505495071411,-0.9035479426383972,0.7427892684936523,-0.816377727446997,0.21063565053069827,0.4486881398664525,0.4694477785693017,0.7203960174529488,1.1627469724219393,1731704906.6196635
-0.37331050634384155,1.4219218492507935,0.5565048456192017,0.42637914419174194,0.3562138174526017,0.15643741774214268,0.39001477217025865,0.40110639110318325,0.6780077213525598,1.1779951824469614,1731704906.7098517
-0.4083086848258972,1.4033734798431396,1.0102728605270386,0.2899898290634155,0.9148166380976803,0.16333071224243914,0.42061466029313627,0.38831435910629014,0.640903434676946,1.1894419775394696,1731704906.829833
-0.4393768012523651,1.3856770992279053,-0.4371192455291748,-0.8182980418205261,-0.24058927220053516,-0.0014940602138172263,0.1756878765099142,-0.008504059833251587,0.6042039394234814,1.1991912806239111,1731704906.9195466
-0.4728698134422302,1.3654369115829468,0.7141485214233398,0.26115840673446655,0.5752773513143494,0.10950955628176108,0.35170343256816583,0.31136902896316304,0.5848659876216176,1.203630963148294,1731704907.0195599
-0.5025399327278137,1.346183180809021,-0.03469043970108032,-0.08816862106323242,0.05418444188573901,0.0897804901055511,0.3469393329022546,0.2587786439620714,0.5514412161022256,1.2111906407229367,1731704907.1092713
-0.5353429317474365,1.3235676288604736,0.48831605911254883,-0.1300802230834961,0.42493538790835567,0.08849594420336554,0.33891571344101046,0.2611149046612989,0.5176854426205334,1.2177519956481655,1731704907.211232
-0.5702553391456604,1.2975702285766602,-0.16784310340881348,-0.2335265874862671,-0.08147354928388612,0.06674547452388932,0.3212856912600451,0.2077449333710485,0.4850382612595584,1.2232267880363488,1731704907.3215668
-0.600654125213623,1.2735484838485718,-0.526759684085846,-0.3089090585708618,-0.46173982635328964,0.05778339425069614,0.33212258783458476,0.17398212698341203,0.4527953234884894,1.2278011917500025,1731704907.4175873
-0.6286723613739014,1.2500594854354858,-0.2453632950782776,-0.030347824096679688,-0.2767603726641689,0.09702435322815307,0.3669191498097787,0.26442978862905697,0.4186292018459407,1.2319369561662366,1731704907.5103028
-0.6626861691474915,1.2194229364395142,0.48900753259658813,0.02211320400238037,0.3773310603626833,0.11521089585583481,0.3707320032743184,0.31076598415644735,0.38180318894446286,1.2356952742492588,1731704907.6271186
-0.6891347169876099,1.1940103769302368,-0.24318057298660278,0.7113204598426819,-0.1523632848977567,0.24434485456276678,0.529814249458846,0.4611896618717624,0.3429137373966332,1.2386002917107715,1731704907.7196186
-0.7164941430091858,1.166081190109253,-0.04123425483703613,-0.258134126663208,-0.057905540132036734,0.07002427871929974,0.30962984117539266,0.22615481264169834,0.29293447919433896,1.240680923850954,1731704907.8175924
-0.7412593960762024,1.1392333507537842,-0.409403920173645,0.27415090799331665,-0.35787826000938855,0.1532800440815351,0.40631686236226966,0.3772426356868043,0.26073205620508977,1.2406347493932561,1731704907.9098604
-0.7714745998382568,1.103835105895996,-0.35969942808151245,0.21369963884353638,-0.3593162820873648,0.14816349928326683,0.4244905709068435,0.34903837549734884,0.21920888636472802,1.2395665270615384,1731704908.026155
-0.7944663166999817,1.0749300718307495,-0.49967652559280396,0.5166811347007751,-0.4789735499707586,0.21084773086883385,0.4878041054375248,0.4322385328834385,0.17542333044558142,1.2368003126288682,1731704908.119561
-0.8172564506530762,1.0444573163986206,0.020196855068206787,0.5406984686851501,-0.052491243565752965,0.24829148341214136,0.5093464884816377,0.48747068847435954,0.12599809893018427,1.2318842531269927,1731704908.2165928
-0.8425600528717041,1.0074821710586548,0.19936251640319824,0.5588707327842712,0.16270042172852084,0.2594220491974923,0.5451328266687574,0.47588777726483644,0.07499207793633494,1.2245430385326805,1731704908.3291144
-0.8598280549049377,0.980633020401001,-0.2516496181488037,-0.3232320547103882,-0.19179085819424252,0.06384272420974862,0.2926146510866392,0.21818020380273329,0.024627360231881546,1.214776365464846,1731704908.4100108
-0.8820212483406067,0.9433935880661011,-0.08846640586853027,-0.10533422231674194,-0.10339269293235036,0.08766533281639216,0.34118275426805544,0.2569453810889766,-0.004676072071380622,1.207730622460056,1731704908.5196261
-0.9013394713401794,0.9088003039360046,-0.06320410966873169,-0.04434901475906372,-0.06901988912446737,0.09818119014929076,0.3530456722346079,0.2780977019994366,-0.037979027723359364,1.1989319744829439,1731704908.620601
-0.9209722876548767,0.8699713945388794,-0.2591205835342407,0.3429306745529175,-0.23118160682215289,0.16242880392943074,0.4360632553697139,0.3724890871433695,-0.07320120100446513,1.1886383617835892,1731704908.7292368
