acc_x,acc_y,angular_z,stamp
-0.05316266713232837,0.013687532847136225,8.707373215665542e-05,0.000755654
-0.09212857129564012,0.005277271882302668,1.4947299328234236e-05,0.005445117
-0.0501158842175159,-0.030721793022862712,-0.00019027482567469676,0.01049167
-0.1031845454914759,0.018444943260360554,-0.00027855332423705963,0.015603516
-0.02349840893886786,-0.01755868876444173,-3.49825878457304e-05,0.021082619
-0.04208634437660651,-0.02756248687418601,6.108146072896367e-05,0.025816454
-0.05358477798809703,-0.022484332483383357,0.0003089142569246765,0.031048923
-0.07573382340595425,0.02602991804459248,-0.00019938351088911815,0.036042426
-0.02180654601544972,-0.002588968414179502,0.00025566019105862227,0.040999508
-0.052366893200791485,0.005282630503630778,0.0002150375750397585,0.046235978
-0.06197913116466798,0.0007418195538886967,-0.0003241813898107098,0.051033704
-0.048072321254797275,0.01969639452076694,-0.000371531449398213,0.05606019
-0.07021264662178059,-0.00021371116808259613,-9.595513566540598e-05,0.061066695
-0.06868918078162053,-0.013008981715798439,0.00022954278825664754,0.066041781
-0.07767807480835773,0.005386952338713645,-1.575239252551872e-05,0.070918244
-0.055291954599271116,-0.0257790262368572,-0.0002888696024509385,0.076718605
-0.03595963089359713,-0.015469913563843026,0.00013514660300055904,0.081738404
-0.08789886724719312,0.032454648388509935,-4.508711938995256e-05,0.086568957
-0.025930905316933487,0.012452795670743675,-5.3411533981489255e-05,0.092046448
-0.055878640708965165,0.029329226440454423,-0.00013683149070853055,0.096816532
-0.0663836967152385,-0.008577423811641019,-6.409390278519687e-05,0.10152004
-0.0736010151093953,-0.015499316472681062,-9.176124508085569e-05,0.10651189
-0.059472101662392654,-0.014348059036675178,0.0001843928037436222,0.111513299
-0.10694196677713229,0.02309715356619368,0.005648764003005367,0.116764406
-0.08338867377346368,0.017423031297690628,0.048928910511258764,0.121077319
-0.14234839547023648,0.04461404227224468,0.11371136372247412,0.125965704
-0.10965660453206938,0.06708446581374779,0.19405324579116393,0.13085912
-0.08397253970623529,0.03457260952015645,0.281608000420358,0.135658562
-0.09263231201896639,-0.15799363194570257,0.3727596944399942,0.141486221
-0.05705035228700299,0.11927445910221984,0.4589523190183218,0.145902379
-0.11293700022199708,-0.055398275343305194,0.5483471898282406,0.151030925
-0.07295582670445447,0.08427934317476678,0.6613620540414799,0.156304611
-0.08770603426847934,-0.02475762234694051,0.7763563089455248,0.160939417
-0.09148794603699786,-0.09338735674928797,0.8877390801801553,0.165850599
-0.05823076807082532,0.04713651880137486,0.9869558427504366,0.170683809
-0.056454302837102566,-0.08225648074417839,1.0686756725721787,0.175584154
-0.03791685195898667,0.08858843654430447,1.129864522191199,0.180528436
1.8774134356285295,-0.030421259894192133,1.1742377041815535,0.186258361
-0.05241514330904353,-0.007031623884243835,1.2086959465201892,0.190908529
-0.03241135485800256,0.05115755661541569,1.225445816848604,0.196128074
0.06987283299439785,-0.06727981247685785,1.2279767018041137,0.201158564
-0.18578590506823836,0.11249568538570831,1.215740443115327,0.205957631
-0.021340577873726414,0.020357276214944015,1.1909734958435485,0.210903613
0.12562386585801266,-0.09749597832305062,1.1573541341300355,0.215956611
2.401652053333641,0.12350474312301019,1.1236297209000219,0.222764732
-0.07709511571459582,-0.00010093500330866229,1.0667886725062357,0.225961733
-0.053252988777760066,0.024779587074303198,1.01862116788403,0.231058
-0.07010261726836368,0.028219790374901688,0.9722367068984996,0.23597771
-0.044184779387882366,0.05218475883842859,0.9300880834828409,0.240953562
-0.021720890247693664,0.006523761070641423,0.8969134113899048,0.246259447
-0.07195843278321751,0.052992314537142426,0.8721432791565257,0.252833182
-0.06967542445917806,0.047632158310618414,0.8570841141833522,0.256273456
0.1094406781973885,-0.08193499512985623,0.8537617871190336,0.26191102
-0.1907661771029294,0.08598256941592938,0.861488309407174,0.266385955
-0.04305554829856753,0.005770403903247366,0.8731557446562312,0.271194009
0.07026361220393308,-0.07368257023860716,0.8947938685040621,0.276069755
-0.21026245373947944,0.11413025037682578,0.9208116166183198,0.282332415
-0.025124490189118245,0.008914238477969025,0.9500398225352293,0.287941758
0.06112745834201043,-0.06902537647795925,0.979941439039788,0.29221319
-0.21943698328788583,0.12468674332691987,1.008858426931237,0.297270082
-0.026929698255990092,0.0032975812277239013,1.0348631418987209,0.301951437
0.07576754938455753,-0.08849833774934376,1.0560498240351772,0.306990637
-0.17879923533224518,0.11634143552761148,1.0716846342046285,0.311741352
-0.06903891130985082,0.006090276837937721,1.0817604634550548,0.316992355
1.9928367618386427,0.03612889463261926,1.0854006764238422,0.321817068
-0.014629906249713382,0.024678310449480625,1.082559803830605,0.327243617
-0.08235054258554952,0.06393898421230221,1.0742755587535662,0.332037693
-0.05346525061865552,0.03561667625784404,1.0610449009365013,0.337567035
-0.060812987289238174,0.04004211181895532,1.0443859990132676,0.342414441
-0.06312029591504838,0.05431000594654613,1.0263013252033364,0.347232541
-0.03770464232262129,0.023459201643583893,1.006907084961395,0.352418461
-0.0273130389282944,0.023395994757153836,0.988535061203512,0.357594671
-0.050399071958464846,0.00590859393238927,0.9725232333806595,0.362413205
-0.03597322259522095,0.045936376600779726,0.9600527639389552,0.36742814
-0.06837596777431575,0.06587133715525464,0.9505690264582026,0.372247931
-0.04674991183931508,0.007711958712174026,0.9447965136490258,0.377941317
-0.07646595035375828,0.008961177426367997,0.9432292656628786,0.382898473
0.034674622059693155,-0.10287815867655468,0.9453981640095653,0.387656752
-0.14617956736716128,0.16417412340639467,0.9513394233538864,0.392618385
-0.04223079406188105,0.023197522220547197,0.9591045777477752,0.3975185
-0.03128543068588899,0.030091448671843036,0.9690403043882874,0.402457101
-0.05672542543536168,-0.005211512787959189,0.9800407676583137,0.407681735
-0.05980971760197784,0.025432753719791222,0.9919424208278171,0.412175363
-0.06515212018636381,0.014097764496500255,1.002560378064401,0.41694229
-0.04709624482017638,0.004656752288139929,1.0108216286618055,0.423329345
1.734179163339974,-0.06022226829774148,1.0211964719775073,0.42792047
-0.142550509908485,0.15391821139492157,1.0259471599940138,0.433155006
-0.05030540517063954,0.011628376885337473,1.02846216076892,0.438005511
-0.05394351149293287,0.048059996093788214,1.0298552114003316,0.443015223
0.046879333813308735,-0.07217124207735218,1.0278983121677934,0.447816539
-0.11435632741051123,0.18041782626558753,1.0243965831589261,0.453088371
-0.026432277681506022,0.0014572149372774172,1.0188517658378105,0.459002047
-0.05154184979295252,0.025766383135819623,1.012683301970582,0.462815056
0.010471173998881096,-0.09876299510330472,1.0065005462108783,0.467683632
-0.09839034755884313,0.13967743880813682,1.0001916701630864,0.472674378
-0.054591480916486364,0.008038928803722981,0.9943755694319945,0.477833952
-0.0578848075475274,0.0291227429311249,0.9891437769815365,0.48277308
-0.006554096440925011,-0.08641796786742639,0.9855486271839285,0.487681602
-0.08548667466506213,0.18111674572847147,0.982337380683019,0.492896222
-0.0405379751079966,0.046090894190386034,0.9811494674511636,0.497761105
-0.050412273360647776,0.03348291847184476,0.9804290712191297,0.50320854
-0.032634627729227025,0.0656033026791012,0.9817248159488549,0.508279177
-0.05421696742540939,-0.004748139404680503,0.9838124844164498,0.51321136
-0.030147093730181766,0.021298665600696026,0.9862823802116418,0.518092438
-0.05788004388059646,0.050967446953815124,0.9903650829731276,0.523050989
2.035556651121666,0.009746797856197817,0.994054214271436,0.528537102
-0.05836950968944314,-0.10361160165428203,0.9971602342241956,0.533591677
-0.10553928363369235,0.2531733371342032,1.000400060591722,0.538527979
-0.0116056297841782,-0.008481516910264292,1.002837895726152,0.543862489
0.003979470136569921,-0.1392054152510218,1.0048698507227602,0.548916529
-0.09259342901520348,0.20580781555983016,1.0062477692260754,0.553741242
-0.09770321342393451,0.02906565930144266,1.0064202386113803,0.558785617
-0.05653647416791382,0.011652513588317509,1.0069608761877502,0.563764954
-0.0732299791548247,0.0711581707300919,1.006497042137558,0.568724539
-0.08021872073625488,0.04669686375885563,1.0056994323930095,0.574072254
-0.07399528627827977,0.009219568265688833,1.0048353619423411,0.579412547
-0.04849740372272463,0.0341613095038613,1.0030972137375083,0.585421893
-0.0036986787252016604,-0.07964783036074195,1.0015981183772886,0.591212587
-0.12729836567768038,0.13012526777254588,1.0004879800908741,0.596403714
-0.04065046274375065,0.039440963889299616,0.9990621310249345,0.601650996
0.021922532070476973,-0.0572284812477093,0.9979665004443675,0.607044367
-0.13028688318177076,0.09220287753190655,0.9967480097429945,0.612050122
