x,y,th,stamp
-2.0001288789040665,-5.9999810067329715,0.06899152247631309,0.011148834
-2.0001295080221864,-5.999981096423607,0.06933405509739064,0.043580959
-2.0001301585342874,-5.999981188002493,0.06967658740442174,0.077801715
-2.0001307974969773,-5.9999812790490825,0.07001912025139269,0.112247626
-2.0000032755225265,-5.999972280713182,0.07623393423037741,0.146453728
-2.0000343399038774,-5.999977407984311,0.0933869412995745,0.193175978
-2.0000604076192166,-5.999981488665697,0.10731824596783278,0.212873458
-2.0000768864251244,-5.999984328785988,0.11600736484769876,0.246471424
-2.000097869444914,-5.999987763316967,0.1274272912996289,0.615314605
-2.000122826851613,-5.999992813840865,0.14097150724999413,0.620340801
-2.0001441777705633,-5.999997448279463,0.15247733769968358,0.626924617
-2.0001641400118713,-6.0000014662947745,0.16331684650066677,0.632151605
-2.000186323380541,-6.000006591141928,0.1754484630552727,0.638096645
-2.0002086911896972,-6.00001190546548,0.18762703059657682,0.641814702
-2.000229652880439,-6.000017259720499,0.1990792522812537,0.645101381
-2.000250888426262,-6.000022784738363,0.21068625847424638,0.64850693
-2.0002726619474114,-6.000028902728496,0.22265521235734784,0.653563295
-2.0002941599150583,-6.000035126780369,0.23444908740825385,0.657285306
-2.0003152421077335,-6.000041589085579,0.24608611884559764,0.660536886
-2.0003360527317726,-6.000048222310834,0.2576520533022584,0.664715847
-2.000356390603261,-6.00005495325419,0.2689015866098844,0.691358073
-2.000376688187621,-6.000061966625113,0.28020463603191265,0.724392053
-2.0003936138679,-6.000068386398826,0.29026784449974197,0.758013754
-2.000408007809464,-6.00007353361197,0.29776906026444383,0.794169586
-2.0004232092049032,-6.0000792841582555,0.3061558767697433,0.828081392
-2.0004387963152315,-6.000085626446954,0.31546867789212074,0.860057261
-2.00045311993543,-6.000091538488859,0.32352717324762326,0.894046487
-2.0004671138922996,-6.0000973198694485,0.3313062247705745,0.928051431
-2.000481178336639,-6.000103519059055,0.33960914554231053,0.963001187
-2.0004947401676083,-6.000109641607682,0.34745714318142334,0.998141002
-2.0005080124838113,-6.000115653924625,0.3550570061256433,1.031444008
-2.000521036482564,-6.000121838765159,0.3627498721754785,1.065376058
-2.000533653847383,-6.000127961420082,0.37011158280960144,1.099515926
-2.0005461893904575,-6.000134131781334,0.3774367861692341,1.134721379
-2.000558388426071,-6.000140320393479,0.3847457258322083,1.168826786
-2.000570105837058,-6.000146370692793,0.39165800076103785,1.201284837
-2.00058154137393,-6.00015243280339,0.39847960475754085,1.235347922
-2.0005928821632866,-6.0001585569351095,0.4052702786631791,1.269412124
-2.0006042156481256,-6.000164745124363,0.4120769239696375,1.303732659
-2.0006151909610694,-6.00017092549277,0.41870876029335424,1.33863865
-2.000625587078113,-6.000176791712499,0.42499372508282657,1.371118603
-2.000636151595771,-6.0001829080589,0.4314033270162486,1.40551205
-2.0006466107368386,-6.00018908321662,0.43779248645409496,1.439547431
-2.00065633780951,-6.000194906967878,0.44375077461229745,1.474054826
-2.0006661535721526,-6.000200810336885,0.4497720469644608,1.507422169
-2.0006759518277106,-6.000206870905047,0.4558433895758355,1.54252909
-2.000685100855132,-6.000212588755303,0.46151837962171255,1.577432735
-2.000694253804937,-6.000218339864046,0.46721147080198555,1.615305713
-2.000703421183357,-6.000224251819761,0.4729559072728188,1.649273397
-2.000712012777946,-6.000229846640987,0.4783467152598764,1.685756231
-2.0007205868908913,-6.000235430919056,0.4837472235572969,1.71956962
-2.000729165247476,-6.000241170845432,0.48918614200366894,1.756052705
-2.0007372182882714,-6.0002466061456,0.4942967495273094,1.789594942
-2.000745267490292,-6.000252046952876,0.4994205761969711,1.824509981
-2.000753312154746,-6.000257563446981,0.5045760398079163,1.858859665
-2.0007608377461303,-6.000262845245223,0.5094192277112962,1.88969108
-2.000768400775898,-6.000268113325954,0.5142778894273881,1.925239084
-2.0007759390497535,-6.000273467365366,0.5191663357896878,1.959484495
