acc_x,acc_y,angular_z,stamp
-0.06649339650072039,-0.01480862376230104,0.0004652286744365638,1727910608.4903188
-0.05365800099153645,-0.01936342721117794,-0.0001521200617822404,1727910608.493644
-0.07507144842104384,0.010799068944353635,0.00017145826260242338,1727910608.4987993
-0.04394961818071404,-0.038567471384961846,-3.2902394511340836e-05,1727910608.503113
-0.05641945500810598,0.0058767142818643365,-0.00012077512472205543,1727910608.5082388
-0.02663974496844555,0.00469243221295226,-0.00011123975669265229,1727910608.5132017
-0.06710022471450727,-0.003740176984236834,0.0001034447524637501,1727910608.5197635
-0.04502525313674448,-0.002478379021382114,9.049244770705805e-05,1727910608.5231776
-0.06908740229555016,0.0014105777000383954,-7.160928937175049e-05,1727910608.528062
-0.09070667745193017,-0.025529498913245553,0.0004560484145116774,1727910608.5330849
-0.059096758455533194,-0.005651709803670333,4.692468662591935e-06,1727910608.5382926
-0.030910661782396716,0.014474959683121862,0.0002437815322636128,1727910608.543235
-0.03327875644872979,0.0004317943497542977,0.00031394901475073324,1727910608.5481606
-0.0393209084632586,-0.0028731365476563327,-0.00019223177310706427,1727910608.553498
-0.060631621025110743,0.009568562442643928,0.00044147317517548795,1727910608.5580065
-0.07375255094546698,0.0068894982949179884,0.00013691931868055414,1727910608.5632694
-0.02721235994469182,-0.004167911257375808,7.283509513109361e-05,1727910608.5680628
-0.07609211019565681,0.012589338395799283,0.00018419922367166535,1727910608.5729747
-0.056566659029893024,-0.005858886670615756,-0.00030200332540736817,1727910608.5779352
-0.07386530796478515,-0.014435680835521512,0.0003702958653673966,1727910608.5829148
-0.05188487566780881,0.008601898645241482,-5.6173398166918435e-05,1727910608.587857
-0.04950129587891753,-0.00982592405307962,-8.370996499519816e-05,1727910608.5928357
-0.07011627441480764,-0.02351721083511671,-0.00029682566402575524,1727910608.5980413
6.788278469443047,-0.01777379634318885,-0.00019562626001685493,1727910608.6031277
-0.1807263528756233,-0.027812948376222325,-0.00018765465302845853,1727910608.6080728
0.07037243813442673,0.006494447052569494,-0.0007150383734763723,1727910608.6131847
-0.3143592733893401,-0.005685497006083916,-0.000831356826786928,1727910608.6181257
-0.03996520081311365,-0.047257184369444975,-0.001301977627700039,1727910608.6233795
0.13366002431564336,0.0010715460623720204,-0.0019294551112822508,1727910608.628112
-0.2729293496487714,-0.009040570961139333,-0.002316095943992003,1727910608.6329787
6.996882411557513,0.03296036289595053,-0.0028629713760522065,1727910608.6383295
-0.20011168088187337,-0.005609366249248398,-0.0031027956269009268,1727910608.6433623
-0.10485144526985371,-0.02060698977900195,-0.0030972632714568265,1727910608.6482992
-0.036968852150797094,-0.006781436760052483,-0.0032800662876619354,1727910608.6538856
-0.04396096038796737,0.003313685053524709,-0.0037745894936543874,1727910608.6583803
-0.030229017095615103,0.0023053631426717476,-0.0037467606101432,1727910608.6631544
5.628589462717635,0.007186794270650957,-0.0033346832952602305,1727910608.6686735
1.185522963249584,0.005416836093721755,-0.003265012968222462,1727910608.6731262
-0.1530658339087157,-0.001694138205197876,-0.003164534324503239,1727910608.6780741
-0.08854805300606722,0.005736534981079345,-0.0024570133946878185,1727910608.6831694
-0.05647029117026123,-0.03676770203077484,-0.0021735289968854332,1727910608.6880972
-0.08170138432191967,-0.018007517460021525,-0.0018442811723378806,1727910608.6931615
-0.045542546438369566,-0.006089923336346621,-0.002042260975164396,1727910608.6981149
6.730278426209304,-0.005795377524950232,-0.001559252532654671,1727910608.7030222
