e,e_dot,e_int,stamp
-0.7883411833270797,-0.0001690131558503365,-0.02886897345985657,1729890646.570208
-0.7883454453544885,-9.731672239648396e-05,-0.056842584351106604,1729890646.6261666
-0.7859934572449474,0.0200643848798967,-0.08172793237086255,1729890646.6651912
-0.7767325438887642,0.08188241980291387,-0.10476622533590206,1729890646.715148
-0.7644041378846066,0.14403393749600288,-0.13022734718365078,1729890646.7651165
-0.7496524688619876,0.18166492474543963,-0.15507225958899518,1729890646.8145738
-0.733098102329533,0.2176269453688119,-0.178565756239204,1729890646.8612573
-0.7132285224149111,0.2712001979843504,-0.1999562021269204,1729890646.9045467
-0.6776703409664726,0.32078911387137093,-0.2256916450176209,1729890646.975186
-0.6503996896664426,0.36557018933602475,-0.2509707382110825,1729890647.021148
-0.6230852923637542,0.4048808801120823,-0.2696475968941883,1729890647.0651104
-0.592223090976893,0.41267154798861033,-0.28820516585662465,1729890647.1151543
-0.5307716483749012,0.40951468753685677,-0.3148288560937956,1729890647.2155917
-0.4652930754192573,0.40247792584084535,-0.3474575925650846,1729890647.3255296
-0.4086599971776348,0.3939108206113718,-0.37559504368545643,1729890647.4221504
-0.3557932687884403,0.3847050645340026,-0.39809300116460994,1729890647.5152292
-0.30588488877093367,0.3618636428799628,-0.41741463943004686,1729890647.6116495
-0.262909172691871,0.3254220096877329,-0.43407607830526046,1729890647.7053494
-0.2121327100963497,0.29647413744271744,-0.44903664993257447,1729890647.8232234
-0.17282461436519259,0.28609355915613516,-0.4611240176328944,1729890647.9151695
-0.13413177287536504,0.27487594189400083,-0.4695913461007124,1729890648.0126042
-0.10248698985178617,0.24708753079635673,-0.47606121564874826,1729890648.1045558
-0.062373451030281024,0.22646322672408356,-0.48046075891079376,1729890648.2242107
-0.03324983448852126,0.21578237269485082,-0.4828211523032787,1729890648.3175244
-0.0020728274080105136,0.21033298365135245,-0.4829531772994328,1729890648.4152904
0.032974980992708014,0.21285236908252103,-0.48067344189815775,1729890648.5249305
0.06050251916288174,0.19803230838371877,-0.476439345325048,1729890648.6252367
0.08281028240470345,0.1731946645919238,-0.47115872744736775,1729890648.7162335
0.10872411663516257,0.16955113424813925,-0.4642967920851097,1729890648.8145766
0.13413504771493656,0.1642402809766812,-0.4549429717652013,1729890648.9254365
0.15846433167392482,0.1577063339849171,-0.4438182480482888,1729890649.0251865
0.17783212372120094,0.1521992318713931,-0.43250759474350486,1729890649.1162455
0.19450307585929916,0.1269714250775554,-0.4201785931337891,1729890649.2153482
0.21200989091945,0.10933318614207137,-0.40543185372995816,1729890649.324916
0.22588033676844477,0.09935917320396999,-0.3896305814237732,1729890649.4252107
0.23739780031393232,0.08876364358070861,-0.3745733033152514,1729890649.5151951
0.25050968235781657,0.08632046771889239,-0.3586993386074659,1729890649.6153107
0.26086109813249103,0.08209223418260314,-0.3421880065357874,1729890649.7050817
0.273830905451135,0.07405695953615986,-0.32291569467273656,1729890649.8264518
0.2840524312200985,0.07390368777144596,-0.30299704182079445,1729890649.915451
0.296909329301709,0.07719372606263909,-0.28328820994387577,1729890650.0255916
0.3091287931934493,0.0797922507902128,-0.261672550749347,1729890650.1252244
0.32089909008962525,0.0803343208258172,-0.240377752059582,1729890650.224671
0.33314156414155405,0.08485607288140751,-0.21935364979186361,1729890650.3145502
0.3467074273388857,0.09049769381323823,-0.19737736455792176,1729890650.414828
0.3631075004995634,0.09477814733029544,-0.17192264738996282,1729890650.5248575
0.3779770863977585,0.09876420251028561,-0.14533604479021503,1729890650.6258454
0.38863893064963295,0.08878890097868763,-0.12065891506258129,1729890650.7153463
0.39795968067429677,0.07098119007944458,-0.0956073254396099,1729890650.8146956
0.4092056614853802,0.06676982477033885,-0.06765124020222724,1729890650.9203
0.4128291078700357,0.047467530098536666,-0.03923411815024905,1729890651.021201
0.41042951313730386,0.003891513898143411,-0.011884642577233807,1729890651.120209
0.40398794929251214,-0.032052715343112874,0.013508875622023648,1729890651.2097723
0.39079222828289406,-0.06960839624011932,0.0377315561249225,1729890651.3061593
0.373594587626298,-0.09616682573218839,0.0638620300616623,1729890651.4196024
0.3614407353906878,-0.09289996436404825,0.08905026853340697,1729890651.515225
0.3447170672131339,-0.09779110343045157,0.1115951434582971,1729890651.6158059
0.3244351832742819,-0.11720405746910985,0.1343067734971412,1729890651.7252355
0.3075675018927796,-0.11975567531269937,0.15546864820493952,1729890651.8222177
0.29439237226444925,-0.10519686944136952,0.17411194199588248,1729890651.9152198
0.2857081441374096,-0.07603631599788413,0.1925365906066502,1729890652.0156808
0.27861758256217806,-0.05515894024583413,0.21019884827942087,1729890652.105397
0.27237504686465175,-0.04410493353383702,0.22898159717787528,1729890652.2225583
0.26681511154311144,-0.03775665914675927,0.24764484516934981,1729890652.3152418
0.2646894360615456,-0.02721496924341706,0.26448240447947946,1729890652.4133956
0.25814229551168316,-0.031068515017736196,0.28080213062931664,1729890652.5049014
0.25257892512672037,-0.03952139402132304,0.29846893639548283,1729890652.6232328
0.2438838126952816,-0.04717553296393512,0.31556779488123876,1729890652.7152336
0.23178393575764847,-0.07287145490743312,0.33020876427447454,1729890652.8127322
